0.00000000,0.03285737,0.03330089,0.17907083,0.05281573,0.05562468,0.00000000,0.13990563,0.08138575,0.04328007,0.26537225,0.00968350,0.04882406,0.00000000,0.00000000,0.05787924
0.00000000,0.08307920,0.16370851,0.05396129,0.07417284,0.01469931,0.18441771,0.10141506,0.02582588,0.16188386,0.01394649,0.01962461,0.03810083,0.06314836,0.00201605,0.00000000
0.00000000,0.21859998,0.17176540,0.06935739,0.02348808,0.12202216,0.13114712,0.03996190,0.09203465,0.04208548,0.01048920,0.04930565,0.02673136,0.00190479,0.00110684,0.00000000
0.00000000,0.37646322,0.13332567,0.02727087,0.08036855,0.09905178,0.15884578,0.03270204,0.01076011,0.02516230,0.02217196,0.02529009,0.00000000,0.00000000,0.00000000,0.00858764
0.00000000,0.03081896,0.04597026,0.14356247,0.06380947,0.02462263,0.15525486,0.08686180,0.05933906,0.03985881,0.15586317,0.09562579,0.00001415,0.02218230,0.05468474,0.02153154
0.00000000,0.06107755,0.10778391,0.11298477,0.04271517,0.08667623,0.12411810,0.07560085,0.08532169,0.06215684,0.09116722,0.05478291,0.05210280,0.02664175,0.01684124,0.00002897
0.00000000,0.13686338,0.12656440,0.09474043,0.05649226,0.06742859,0.13187323,0.07615592,0.06056985,0.06089576,0.08297845,0.05989629,0.01884524,0.01044383,0.01523118,0.00102121
0.00000000,0.23239314,0.09754828,0.07799233,0.07044189,0.15268677,0.07173646,0.04704564,0.04389238,0.08180372,0.02466189,0.04048601,0.04314023,0.00911261,0.00705865,0.00000000
0.00000000,0.46811481,0.09482601,0.03930741,0.01641585,0.26203232,0.02183907,0.00996207,0.01287102,0.01844773,0.01890819,0.00000000,0.03727552,0.00000000,0.00000000,0.00000000
0.00000000,0.02666024,0.11307351,0.14148181,0.05286408,0.02204464,0.11266878,0.08727439,0.08302907,0.07955876,0.10739873,0.05780690,0.02817581,0.02244937,0.04235843,0.02315548
0.00000000,0.18176184,0.14053919,0.08920240,0.05014031,0.02135590,0.17378243,0.08068931,0.04342624,0.08093894,0.05716425,0.04031883,0.00932222,0.02132147,0.00698952,0.00304715
0.00000000,0.34555392,0.14840883,0.06608743,0.03481407,0.05466608,0.16225368,0.10356563,0.00376415,0.01733399,0.05623877,0.00000000,0.00000000,0.00076486,0.00000000,0.00654859
0.00000000,0.02090940,0.28010162,0.04814407,0.04693044,0.03827047,0.05275175,0.03228461,0.00166617,0.12340968,0.16601014,0.04469860,0.05471619,0.00000000,0.00000000,0.09010686
0.00000000,0.03237173,0.06868437,0.12667702,0.04878882,0.02749084,0.15934030,0.08293497,0.07764189,0.08754945,0.12383696,0.05794741,0.01780948,0.04284228,0.02312769,0.02295679
0.00000000,0.05169810,0.09290659,0.11070346,0.05047178,0.07351853,0.13710487,0.08423618,0.08290851,0.07718230,0.07775999,0.05926380,0.04085376,0.03130162,0.01074299,0.01934752
0.00000000,0.10375674,0.11071895,0.09906272,0.05129861,0.07512472,0.13591310,0.07583671,0.07954921,0.06636221,0.07973229,0.05017469,0.02914058,0.01960505,0.01694527,0.00677913
0.00000000,0.17154742,0.08483285,0.09033249,0.08423070,0.08461708,0.10226007,0.06201138,0.07402427,0.07268950,0.04963219,0.04969742,0.02650462,0.02090965,0.00247383,0.02423652
0.00000000,0.30890901,0.12130734,0.04233796,0.09120349,0.15410228,0.05294019,0.06912228,0.04917975,0.03472078,0.03495391,0.00847874,0.01846774,0.00724722,0.00598022,0.00104907
0.00000000,0.05223831,0.10725954,0.09977217,0.05157571,0.08525105,0.12373278,0.08380352,0.07170854,0.08444064,0.08667309,0.06199381,0.04016371,0.03122372,0.01922557,0.00093783
0.00000000,0.10535917,0.11494142,0.09264533,0.06194260,0.06668558,0.14614075,0.06229224,0.06326516,0.08089428,0.08806956,0.05398188,0.01459887,0.03121960,0.00433760,0.01362595
0.00000000,0.02749676,0.10330763,0.12230331,0.05562939,0.04154303,0.11394544,0.09606109,0.08536026,0.10207028,0.07466517,0.06886221,0.03488079,0.02851071,0.01509458,0.03026935
0.00000000,0.13442727,0.11963906,0.09503994,0.05022702,0.05969309,0.13621472,0.08203345,0.06414736,0.07407322,0.07886085,0.04619231,0.01941491,0.02297833,0.01574228,0.00131617
0.00000000,0.04171832,0.18245756,0.09847067,0.04982038,0.05030738,0.09196878,0.05968072,0.08715562,0.11884914,0.06024996,0.01676070,0.02851216,0.05074380,0.04874516,0.01455967
0.00000000,0.06967804,0.16458979,0.08098652,0.05517066,0.09241029,0.12418011,0.10619143,0.07563200,0.07493458,0.03894569,0.03982178,0.02177547,0.02894558,0.01457654,0.01216152
0.00000000,0.15790659,0.15303122,0.06911591,0.04462929,0.10287959,0.14730670,0.08788378,0.05872397,0.05978107,0.02693008,0.04853999,0.01117176,0.01754903,0.01215955,0.00239147
0.00000000,0.22439506,0.16201714,0.05999380,0.03909392,0.10046074,0.15383069,0.06303858,0.05609877,0.05159478,0.02303123,0.03232070,0.00630213,0.01759657,0.01022589,0.00000000
0.00000000,0.18699498,0.12709579,0.07949415,0.07857412,0.09737477,0.08657440,0.07313965,0.05464187,0.05866487,0.05639622,0.02618947,0.02705236,0.02949815,0.00976033,0.00854886
0.00000000,0.06698338,0.16112812,0.10283013,0.05353578,0.08526262,0.13052384,0.08477656,0.06115647,0.09800427,0.04404608,0.03459110,0.02321504,0.02944699,0.00759176,0.01690786
0.00000000,0.12241601,0.19382439,0.07738552,0.05149227,0.08069141,0.12022362,0.08636854,0.06186572,0.05569819,0.05945986,0.02431820,0.02121424,0.02683367,0.00415400,0.01405436
0.00000000,0.02710038,0.19333266,0.10524969,0.05608647,0.02426508,0.08616359,0.07599421,0.04301445,0.10933091,0.13345456,0.07699768,0.02044651,0.02501263,0.00237061,0.02118059
0.00000000,0.03272744,0.09772341,0.10290003,0.05738494,0.06245523,0.07682105,0.12106577,0.10935821,0.03059523,0.10307911,0.11560933,0.02982293,0.00304441,0.04214049,0.01527243
0.00000000,0.05044616,0.11361151,0.11062576,0.05986233,0.06330699,0.11823461,0.11756607,0.06098411,0.06777145,0.10988924,0.06347696,0.01813546,0.01247557,0.02013541,0.01347837
0.00000000,0.11837537,0.13880185,0.09071662,0.04588337,0.06196259,0.14615267,0.09547603,0.04575916,0.07565364,0.08036223,0.05317774,0.00786459,0.01693174,0.01468471,0.00819769
0.00000000,0.03151270,0.07355956,0.11940153,0.04486977,0.04971908,0.14611567,0.08341825,0.06908117,0.11042914,0.13810377,0.03123548,0.01974082,0.03037260,0.05054291,0.00189756
0.00000000,0.04798399,0.09440991,0.10953194,0.04425094,0.07911783,0.13683782,0.08859283,0.07807779,0.09902877,0.08646530,0.04387921,0.03866717,0.03252582,0.01395941,0.00667125
0.00000000,0.08664344,0.10959243,0.09734878,0.04421448,0.09376987,0.11813551,0.08355505,0.07199815,0.09081098,0.08874291,0.03921107,0.02042963,0.02511518,0.02071217,0.00972036
0.00000000,0.14065236,0.08412895,0.09378895,0.07228303,0.07640251,0.11188980,0.07288872,0.07496981,0.09333856,0.05345613,0.04048036,0.02862279,0.03204727,0.01634978,0.00870099
0.00000000,0.24520618,0.09695848,0.06939015,0.11189069,0.09868829,0.08030035,0.06040755,0.07065841,0.04355162,0.03457678,0.03315725,0.02526839,0.01113128,0.01422632,0.00458826
0.00000000,0.34994436,0.12829393,0.02904555,0.13648166,0.13340101,0.04652988,0.07185444,0.02792496,0.02891670,0.01372040,0.00978076,0.01295512,0.01012045,0.00103079,0.00000000
0.00000000,0.04863120,0.10322902,0.09217810,0.06056446,0.08358029,0.12711137,0.08600968,0.07249376,0.09643545,0.08259113,0.06745694,0.02655704,0.04281492,0.00885894,0.00148770
0.00000000,0.02911298,0.09798333,0.11514933,0.05464488,0.03937045,0.14522099,0.08380515,0.07659139,0.11362747,0.09254936,0.05346695,0.01822356,0.04486460,0.02397565,0.01141391
0.00000000,0.11008827,0.11449748,0.09495500,0.04457818,0.06633171,0.12546243,0.09953198,0.07213036,0.08289743,0.07232823,0.05031230,0.02846413,0.02001136,0.01535695,0.00305418
0.00000000,0.06205044,0.14758163,0.08318528,0.05109275,0.10254343,0.11089214,0.10685147,0.08906301,0.05571128,0.05593121,0.05802270,0.03232971,0.01671037,0.00795198,0.02008262
0.00000000,0.12641434,0.13271033,0.08174894,0.04918956,0.08602798,0.14873414,0.07610664,0.08374439,0.05864645,0.05266010,0.03731148,0.03268840,0.01293172,0.00879460,0.01229094
0.00000000,0.17526344,0.13198168,0.07858383,0.05016342,0.08704867,0.13237747,0.07749860,0.07409819,0.04806530,0.05321060,0.03446794,0.02203241,0.00856698,0.01219720,0.01444427
0.00000000,0.14997226,0.11127043,0.08439380,0.08115478,0.08279350,0.09914224,0.06647890,0.08012632,0.07976358,0.03969189,0.04378014,0.03453676,0.01917381,0.01804293,0.00967866
0.00000000,0.08458944,0.16500033,0.06495898,0.05180962,0.13217698,0.11878387,0.11430934,0.07291562,0.04999891,0.04295197,0.04330018,0.02730854,0.01795469,0.00622429,0.00771725
0.00000000,0.14861007,0.14469074,0.06736834,0.05057060,0.12644812,0.13784705,0.09152023,0.07084209,0.05094263,0.02227442,0.04786686,0.01954906,0.00868655,0.00584439,0.00693886
0.00000000,0.24618690,0.17033298,0.03868528,0.05421267,0.11217615,0.14540494,0.07360687,0.03794629,0.04456713,0.03307411,0.01371858,0.00762191,0.00756606,0.01375725,0.00114286
0.00000000,0.26605489,0.13161944,0.05692879,0.10699116,0.10573960,0.08310438,0.05388562,0.04347882,0.04361169,0.03448645,0.04162291,0.00876949,0.01476583,0.00311175,0.00582918
0.00000000,0.03204381,0.08717039,0.10910721,0.04340590,0.03496716,0.15623161,0.08817602,0.06227515,0.12142036,0.10039563,0.05047651,0.04148428,0.03693555,0.01163493,0.02427550
0.00000000,0.04659117,0.09852119,0.10198033,0.05005421,0.07074276,0.13514831,0.08597546,0.07663149,0.08709471,0.08861954,0.05233560,0.04093253,0.03032501,0.01489732,0.02015038
0.00000000,0.08660821,0.10916992,0.09305053,0.05100654,0.07351776,0.13012784,0.08228227,0.06937433,0.09042157,0.08044160,0.04748831,0.03018065,0.02064726,0.01851535,0.01716787
0.00000000,0.13929835,0.08802564,0.09254902,0.07864167,0.06283504,0.11697217,0.07499041,0.07365316,0.09178544,0.05238902,0.05382317,0.02562085,0.01567484,0.01980286,0.01393836
0.00000000,0.06199898,0.11587225,0.08817615,0.05439651,0.09510701,0.12661020,0.09053850,0.09095240,0.07203018,0.05693847,0.05257301,0.03426383,0.03161253,0.01677854,0.01215146
0.00000000,0.10133485,0.13042746,0.08113208,0.05313161,0.10142097,0.12625069,0.07482972,0.08040398,0.07740938,0.06130118,0.03500744,0.03342206,0.02277852,0.01440930,0.00674078
0.00000000,0.15360184,0.10873132,0.07867345,0.07655346,0.10085150,0.10577347,0.07726662,0.06602755,0.08483857,0.03210771,0.03474991,0.04545897,0.01783675,0.00512461,0.01240428
0.00000000,0.14333425,0.13805646,0.07594456,0.05564778,0.10246662,0.12752046,0.06520105,0.06787518,0.07165734,0.05810266,0.03538233,0.02486590,0.01777534,0.01111938,0.00505070
0.00000000,0.19620063,0.11795940,0.07048290,0.07784806,0.10110750,0.10994803,0.06052124,0.06077817,0.08422057,0.02695370,0.04571696,0.02341125,0.00657882,0.00387722,0.01439555
0.00000000,0.24698534,0.09871426,0.06552775,0.10713593,0.10694982,0.07472878,0.06627221,0.07661318,0.03949501,0.02854528,0.04573759,0.01870837,0.00656053,0.00000000,0.01802595
0.00000000,0.04761090,0.09475922,0.10268919,0.05684310,0.06797226,0.13025360,0.08790991,0.07416852,0.09109356,0.08576804,0.05069348,0.05434749,0.01958391,0.01505139,0.02125542
0.00000000,0.08736127,0.10849970,0.09340027,0.05871007,0.06165763,0.14687629,0.07202853,0.06000887,0.08492312,0.09510736,0.03619897,0.04919078,0.01257962,0.01478834,0.01866917
0.00000000,0.02974496,0.09841294,0.11685491,0.05066388,0.04203531,0.13649886,0.09260905,0.08462440,0.08799426,0.09810815,0.05397794,0.03756219,0.03108432,0.01639858,0.02343022
0.00000000,0.10667646,0.11185336,0.09308656,0.04860937,0.05538733,0.14184457,0.08147994,0.07560656,0.07825659,0.07893608,0.04693187,0.02226620,0.01894092,0.02888703,0.01123715
0.00000000,0.04007697,0.15084295,0.10239142,0.05049020,0.03863845,0.11002840,0.07165109,0.10019241,0.09187741,0.07110134,0.05025197,0.03326920,0.02841763,0.02540773,0.03536284
0.00000000,0.04638788,0.11907310,0.10456185,0.05461923,0.07594338,0.11570319,0.08700735,0.09216109,0.08612189,0.06943997,0.04820608,0.03144249,0.03357877,0.01395677,0.02179697
0.00000000,0.09194149,0.13112817,0.09492069,0.05616083,0.07106549,0.12758417,0.08124049,0.07183292,0.08587529,0.06667213,0.03430183,0.03680246,0.02644207,0.01008446,0.01394751
0.00000000,0.16790328,0.14903116,0.06636674,0.05357578,0.09124732,0.12114422,0.07743428,0.08138148,0.05210895,0.04914107,0.02986268,0.03262957,0.01178171,0.01238042,0.00401134
0.00000000,0.11052338,0.18724355,0.07607351,0.05464992,0.06965806,0.10477786,0.06925331,0.06770877,0.09554780,0.04763899,0.03274250,0.02234938,0.02523843,0.02083275,0.01576181
0.00000000,0.14796958,0.11154339,0.08850036,0.08116965,0.08338302,0.09385791,0.07559334,0.08677170,0.06591201,0.05206131,0.03966902,0.02722956,0.02090259,0.00801702,0.01741954
0.00000000,0.22726010,0.12741608,0.06047734,0.08405376,0.09345099,0.09925002,0.07464370,0.07125061,0.04355462,0.02882417,0.04669986,0.02040555,0.01418773,0.00524348,0.00328198
0.00000000,0.16948337,0.16963134,0.06619534,0.07995598,0.08085301,0.07666841,0.07075910,0.06152523,0.07673777,0.03307917,0.04335804,0.02164434,0.00712076,0.01473165,0.02825648
