0.06746765,0.93253235
0.32049634,0.67950366
0.53461867,0.46538133
0.35496508,0.64503492
0.11482705,0.88517295
0.35207007,0.64792993
0.38681621,0.61318379
0.38470115,0.61529885
1.00000000,0.00000000
0.26054997,0.73945003
0.50314109,0.49685891
0.80161569,0.19838431
0.14438204,0.85561796
0.20428078,0.79571922
0.30910220,0.69089780
0.33636755,0.66363245
0.37290296,0.62709704
0.69003250,0.30996750
0.31906121,0.68093879
0.38951155,0.61048845
0.20305662,0.79694338
0.36112913,0.63887087
0.17675029,0.82324971
0.56013609,0.43986391
0.63019035,0.36980965
0.56293873,0.43706127
0.41277063,0.58722937
0.59053397,0.40946603
0.55507548,0.44492452
0.14994061,0.85005939
0.35737076,0.64262924
0.36796909,0.63203091
0.42777349,0.57222651
0.22551720,0.77448280
0.29440254,0.70559746
0.31492097,0.68507903
0.29963700,0.70036300
0.47155776,0.52844224
0.71939405,0.28060595
0.36352977,0.63647023
0.26398111,0.73601889
0.27716066,0.72283934
0.42186090,0.57813910
0.43173132,0.56826868
0.41562597,0.58437403
0.32604684,0.67395316
0.56889179,0.43110821
0.64616803,0.35383197
0.65583282,0.34416718
0.58634640,0.41365360
0.20870937,0.79129063
0.29730484,0.70269516
0.31539272,0.68460728
0.32716569,0.67283431
0.37482564,0.62517436
0.44798285,0.55201715
0.46240082,0.53759918
0.46340816,0.53659184
0.46205684,0.53794316
0.57622755,0.42377245
0.32347197,0.67652803
0.32081109,0.67918891
0.23754026,0.76245974
0.32656517,0.67343483
0.21697232,0.78302768
0.34206343,0.65793657
0.35824120,0.64175880
0.49913226,0.50086774
0.35261276,0.64738724
0.37921814,0.62078186
0.56056110,0.43943890
0.38503383,0.61496617
0.46455719,0.53544281
0.45193398,0.54806602
0.53269315,0.46730685
0.66734219,0.33265781
0.58090642,0.41909358
0.63840158,0.36159842
0.47886486,0.52113514
0.37757287,0.62242713
0.48469507,0.51530493
0.47073078,0.52926922
0.16753263,0.83246737
0.30036165,0.69963835
0.33503721,0.66496279
0.28980058,0.71019942
0.31417721,0.68582279
0.40451471,0.59548529
0.24222706,0.75777294
0.46730171,0.53269829
0.32480032,0.67519968
0.24046418,0.75953582
0.54663984,0.45336016
0.27667392,0.72332608
0.35845608,0.64154392
0.20312818,0.79687182
0.30996785,0.69003215
0.24392432,0.75607568
0.36467725,0.63532275
0.67342504,0.32657496
0.42505702,0.57494298
0.40440970,0.59559030
0.20973844,0.79026156
0.29912667,0.70087333
0.39568555,0.60431445
0.41008662,0.58991338
0.42410518,0.57589482
0.35961700,0.64038300
0.36904310,0.63095690
0.37246624,0.62753376
0.32186629,0.67813371
0.47778816,0.52221184
0.47480784,0.52519216
0.23128576,0.76871424
0.28535988,0.71464012
0.28749756,0.71250244
0.27451393,0.72548607
0.35493510,0.64506490
0.47923019,0.52076981
0.65854885,0.34145115
0.22232578,0.77767422
0.29203452,0.70796548
0.31539267,0.68460733
0.31348874,0.68651126
0.28873845,0.71126155
0.35512112,0.64487888
0.36572481,0.63427519
0.40515340,0.59484660
0.29877773,0.70122227
0.38844581,0.61155419
0.38972048,0.61027952
0.39783545,0.60216455
0.29961303,0.70038697
0.38232710,0.61767290
0.39632593,0.60367407
0.42793960,0.57206040
0.40365169,0.59634831
0.55059758,0.44940242
0.58165833,0.41834167
0.64043955,0.35956045
0.27948928,0.72051072
0.30725799,0.69274201
0.30715117,0.69284883
0.24870289,0.75129711
0.33194799,0.66805201
0.22125615,0.77874385
0.33803532,0.66196468
0.33511293,0.66488707
0.42052416,0.57947584
0.32203367,0.67796633
0.34174519,0.65825481
0.46908826,0.53091174
0.29765858,0.70234142
0.49113268,0.50886732
0.65210326,0.34789674
0.45358062,0.54641938
0.42019471,0.57980529
0.43653384,0.56346616
0.51866067,0.48133933
0.51079873,0.48920127
0.48228768,0.51771232
0.51368329,0.48631671
0.42776159,0.57223841
0.21620812,0.78379188
0.28627767,0.71372233
0.28529274,0.71470726
0.28293080,0.71706920
0.40534389,0.59465611
0.25264706,0.74735294
0.33933808,0.66066192
0.35279595,0.64720405
0.36008740,0.63991260
0.28374783,0.71625217
0.40993770,0.59006230
0.39281594,0.60718406
0.36318903,0.63681097
0.49740200,0.50259800
0.50854402,0.49145598
0.57651204,0.42348796
0.40391441,0.59608559
0.52760432,0.47239568
0.56119842,0.43880158
0.59522794,0.40477206
0.38263829,0.61736171
0.48014233,0.51985767
0.50303161,0.49696839
0.56595555,0.43404445
0.32687734,0.67312266
0.40711080,0.59288920
0.47103220,0.52896780
0.50839776,0.49160224
0.40916137,0.59083863
0.46320818,0.53679182
0.46430530,0.53569470
0.41216100,0.58783900
0.50296305,0.49703695
0.50604677,0.49395323
0.50264641,0.49735359
0.56180502,0.43819498
0.59919412,0.40080588
0.52754627,0.47245373
0.62013266,0.37986734
0.66098348,0.33901652
0.34707431,0.65292569
0.38949726,0.61050274
0.47241007,0.52758993
0.50946275,0.49053725
0.32064739,0.67935261
0.35407426,0.64592574
0.24104516,0.75895484
