0.12992736,0.64780361,0.14513925,0.07712978
0.53727846,0.34255823,0.06959265,0.05057066
0.75062843,0.18467787,0.04628293,0.01841076
0.92582108,0.04439688,0.02619163,0.00359042
0.16623582,0.56293085,0.10771291,0.16312043
0.39248156,0.41453387,0.11590879,0.07707579
0.51400392,0.32824362,0.08883871,0.06891376
0.56264243,0.30380203,0.09033580,0.04321974
0.87882001,0.06660245,0.05457754,0.00000000
0.36295004,0.35435086,0.19415579,0.08854331
0.59409448,0.25632167,0.11012897,0.03945487
0.74377599,0.22891717,0.01387188,0.01343497
0.54922188,0.14379372,0.21246867,0.09451573
0.18828015,0.50492655,0.15917002,0.14762328
0.30207440,0.46965684,0.12481739,0.10345136
0.41462487,0.37685312,0.11508615,0.09343586
0.44331402,0.35685747,0.12935805,0.07047045
0.71483215,0.18039299,0.08438997,0.02038489
0.31563954,0.45563718,0.12905634,0.09966694
0.43080643,0.36154491,0.12827577,0.07937289
0.32568388,0.39037891,0.18164559,0.10229163
0.46105067,0.33653162,0.12861814,0.07379957
0.45824679,0.27867140,0.15684597,0.10623584
0.46016433,0.37038545,0.13006985,0.03938037
0.56311328,0.30177670,0.11459368,0.02051635
0.64342005,0.22693129,0.10291769,0.02673098
0.57260570,0.24082505,0.13130588,0.05526337
0.42777493,0.38220861,0.14146727,0.04854919
0.53688622,0.29079237,0.11673077,0.05559063
0.49537874,0.21883061,0.19904654,0.08674411
0.26363008,0.48842557,0.13382455,0.11411980
0.34167777,0.43955414,0.13142760,0.08734049
0.46908581,0.33150896,0.12198530,0.07741993
0.19894131,0.50492029,0.15988845,0.13624995
0.27813969,0.45113502,0.15692900,0.11379629
0.35071641,0.40251563,0.14225303,0.10451493
0.38854522,0.38806800,0.12849126,0.09489551
0.58456740,0.26101770,0.10488506,0.04952985
0.77975753,0.13680192,0.07297116,0.01046939
0.29133459,0.45870276,0.15021883,0.09974382
0.29828867,0.41172702,0.19405160,0.09593270
0.38458235,0.37849769,0.14462402,0.09229595
0.37934662,0.41770370,0.14872816,0.05422152
0.45652654,0.34994671,0.13381093,0.05971581
0.52910579,0.29463348,0.12740641,0.04885432
0.47655068,0.30713420,0.15463244,0.06168268
0.42680981,0.43375721,0.11246522,0.02696776
0.51785467,0.35919273,0.10007328,0.02287933
0.66045606,0.24180232,0.07108446,0.02665716
0.67253576,0.19454390,0.11064917,0.02227116
0.20031142,0.50661864,0.16242404,0.13064590
0.27062320,0.46102604,0.15693239,0.11141837
0.35434954,0.40457496,0.14782505,0.09325045
0.39310718,0.37799306,0.14749006,0.08140970
0.34438051,0.43514094,0.14686430,0.07361425
0.42094880,0.38193727,0.13755036,0.05956357
0.46627988,0.35260540,0.12618141,0.05493331
0.51149678,0.31305394,0.11889132,0.05655796
0.55034980,0.28653520,0.12099991,0.04211510
0.59561548,0.25961138,0.11139626,0.03337688
0.26555306,0.48524523,0.13816818,0.11103352
0.37407276,0.39157542,0.15001194,0.08433988
0.27218833,0.42812569,0.18550713,0.11417885
0.37763179,0.39270647,0.15503731,0.07462443
0.38963997,0.33673759,0.14472698,0.12889545
0.35473296,0.38823449,0.17551042,0.08152213
0.44086457,0.32299896,0.15945320,0.07668326
0.53658721,0.30425385,0.13650441,0.02265453
0.52940847,0.27123993,0.13451631,0.06483529
0.49105343,0.28673754,0.15682525,0.06538378
0.57854770,0.26388180,0.13189575,0.02567475
0.59536976,0.22046942,0.12551110,0.05864973
0.39157579,0.39161174,0.14430597,0.07250649
0.47529416,0.33504642,0.13700984,0.05264958
0.43069827,0.38711706,0.13655792,0.04562676
0.50502904,0.35527230,0.12302973,0.01666893
0.51296467,0.33521003,0.11047583,0.04134947
0.57092387,0.29937351,0.10746630,0.02223632
0.38026664,0.39582015,0.16172741,0.06218580
0.43722147,0.31337386,0.17835519,0.07104948
0.53339552,0.30121098,0.12249548,0.04289802
0.45728411,0.33840865,0.13665499,0.06765225
0.36974950,0.33833856,0.17259827,0.11931367
0.44547051,0.29823847,0.16619158,0.09009944
0.53478350,0.22972862,0.15396400,0.08152389
0.60618291,0.19236538,0.14524148,0.05621024
0.35561977,0.32193526,0.22191886,0.10052610
0.46892197,0.28839559,0.19708450,0.04559794
0.44493784,0.28810434,0.18659220,0.08036561
0.59071942,0.25045212,0.14660139,0.01222707
0.57484574,0.23785305,0.12058276,0.06671845
