0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
-0.00000674,0.00000000
-0.00002479,0.00013063
0.00664407,0.00577608
0.00893606,0.00912134
0.01696036,0.01698501
0.02923043,0.03102691
0.01397529,0.01607826
0.00809136,0.00750763
0.00790362,0.00539955
0.00796306,0.00746920
0.01058009,0.00985648
0.01430285,0.01603984
0.01737951,0.01785591
0.02130928,0.01955928
0.02529389,0.02913400
0.01737160,0.01467458
0.01249320,0.01119356
0.00861973,0.01077604
0.00954171,0.01223351
0.01141162,0.01093742
0.00925166,0.00623458
0.00896191,0.00676737
0.00616253,0.00763570
0.00369333,0.00727966
0.00763306,0.00458244
0.00423684,0.00792771
0.00652071,0.00504351
0.00532499,0.00438521
0.00446984,0.00451585
0.00584225,0.00651634
0.00628794,0.00340930
0.00421772,0.00527660
0.00430637,0.00523818
0.00627843,0.00676993
0.00535839,0.00775865
0.00641708,0.00846049
0.00979493,0.01030730
0.01497071,0.00954911
0.02068769,0.01561463
0.01337391,0.01544558
0.01594552,0.02047628
0.02234570,0.02575544
0.02157802,0.01738972
0.01938029,0.01472069
0.01398763,0.02209256
0.01266893,0.01941071
0.01991642,0.01136006
0.01240607,0.01143690
0.01456406,0.01728983
0.01123590,0.01153167
0.01007004,0.00702863
0.00845831,0.01069152
0.01187889,0.01119100
0.00959598,0.00679554
0.00865638,0.00929552
0.00980228,0.00694411
0.00929320,0.01133700
0.01013471,0.00965925
0.01054712,0.01545326
0.01264738,0.00810188
0.01282661,0.01218484
0.01017109,0.01091180
0.01035915,0.00822227
0.01892067,0.01302756
0.01371417,0.01230523
0.00923328,0.02441580
0.01247507,0.01070688
0.00923543,0.01195431
0.01448530,0.01357828
0.01055790,0.00499484
0.01069724,0.01150606
0.00738555,0.01213105
0.01587630,0.01072994
0.00930247,0.01086826
0.01265030,0.00770998
0.00912173,0.00963620
0.00507934,0.01836820
0.00501459,0.00658038
0.00349674,0.00868333
0.00878114,0.00577608
0.00591074,0.00394464
0.00542899,0.00571205
0.00257016,0.00320182
0.00790739,0.00240521
0.00522217,0.00229250
0.00345446,0.00223359
0.00020029,0.00176484
0.00240731,0.00465673
0.00492875,0.00034324
0.00504994,0.00538418
0.00051512,0.00445949
0.00254573,0.00378583
0.00416523,0.00002561
0.00583224,0.00507168
0.00513817,0.00238984
0.00217574,0.00382681
0.00415631,0.00176484
0.00405101,0.00512803
0.00660887,0.00379608
0.00376693,0.00868846
0.00615465,0.00200306
0.00312203,0.00059426
0.00461607,0.00338112
0.00336798,0.00526891
0.00687430,0.00245644
0.00137097,0.00399075
-0.00060400,0.00404710
0.00055736,0.00202867
0.00202542,0.00418798
0.00144945,0.00135757
0.00311178,0.00144466
0.00085981,0.00080686
0.00014775,0.00000000
0.00093142,0.00037141
-0.00044543,0.00005379
0.00211549,0.00261525
-0.00064258,0.00010246
0.00208374,0.00025871
0.00152225,0.00142929
