10,188,8.1169
10,156,7.9728
10,136,7.9333
10,104,7.8252
18,553,14.1374
18,497,14.0247
18,462,14.0247
18,406,13.9494
18,259,13.6821
16,384,12.0758
16,306,11.9429
16,228,11.7711
14,245,10.0275
26,1110,20.1531
26,1030,20.043
26,980,20.0415
26,900,19.9701
26,690,19.7703
26,1030,20.056
26,980,20.0609
24,864,18.1045
24,747,17.9839
22,584,15.908
24,720,17.8555
24,675,17.879
24,630,17.8469
24,675,17.9176
24,720,17.8814
24,675,17.8378
22,648,16.1099
24,864,18.105
24,792,17.9883
24,747,18.0076
34,1859,26.1578
34,1755,26.0588
34,1690,26.052
34,1586,25.989
34,1313,25.8014
34,1040,25.6115
34,1755,26.0582
32,1536,24.1221
32,1380,24.0128
32,1344,23.9015
32,1284,23.9253
32,1224,23.896
32,1284,23.9514
32,1248,23.786
32,1188,23.8128
32,1068,23.7788
32,1032,23.7711
34,1859,26.1674
34,1755,26.063
34,1690,26.06
34,1586,25.9923
34,1651,25.9542
34,1586,25.9502
34,1482,25.8772
34,1521,25.9444
34,1417,25.8722
34,1313,25.8002
34,1755,26.0762
34,1690,26.0791
32,1536,24.1167
32,1380,23.9993
30,1155,21.9305
32,1440,24.0118
32,1380,24.009
32,1224,23.8818
30,1012,21.8164
32,1284,23.9369
32,1128,23.8079
30,924,21.7351
32,1344,23.898
32,1284,23.9188
32,1248,23.798
32,1188,23.8154
32,1188,23.76
32,1128,23.788
32,1344,23.925
32,1380,24.0422
32,1224,23.899
32,1284,23.8953
30,1243,22.1244
30,1155,22.015
30,1100,22.0193
30,1012,21.9408
30,1243,22.0757
30,1100,21.9551
28,900,19.8878
30,957,21.8095
28,770,19.7337
26,603,17.6736
30,1067,21.8038
28,980,20.0767
28,850,19.9429
26,675,17.8818
26,747,18.0663
32,1536,24.1367
32,1284,23.9497
32,1032,23.7583
32,1344,23.9188
32,1284,23.8808
30,1243,22.1821
32,1536,24.1198
32,1440,24.0244
32,1380,24.0158
32,1284,23.9506
32,1440,24.0141
32,1380,24.0275
32,1440,24.0287
32,1536,24.0841
32,1440,24.0015
32,1380,24.0271
42,2800,32.1415
42,2672,32.0653
42,2592,32.0539
42,2464,31.9977
42,2128,31.8328
42,1792,31.6568
42,1456,31.4829
42,2800,32.1649
42,2672,32.0676
42,2592,32.0598
42,2464,31.9891
42,2672,32.071
42,2544,31.9728
42,2464,31.9736
42,2336,31.897
42,2592,32.0579
42,2464,31.9726
42,2384,31.9555
42,2256,31.8935
42,2464,31.9997
42,2336,31.897
42,2256,31.8974
42,2128,31.8264
42,2128,31.8188
42,2000,31.71
42,1920,31.7041
42,1792,31.63
42,2672,32.085
42,2592,32.083
42,2672,32.0728
40,2400,30.1163
40,2205,30.0049
38,1918,27.9512
40,2280,30.0258
40,2205,30.018
40,2010,29.8928
38,1736,27.829
40,2085,29.956
40,1890,29.8239
38,1624,27.7681
40,1770,29.7691
40,1575,29.6276
38,1330,27.564
40,2160,29.8995
40,2085,29.9053
40,2040,29.8035
40,1965,29.8162
40,1965,29.7781
40,1890,29.8133
40,2160,29.9457
38,2030,28.1372
38,1918,28.0324
38,1848,28.0232
38,1736,27.9618
38,1442,27.7723
40,2400,30.128
40,2280,30.0261
40,2205,30.0191
40,2085,29.9517
40,2205,30.024
40,2010,29.9117
40,1890,29.8396
40,2160,29.9245
40,2040,29.8172
40,1965,29.8076
40,1845,29.7315
40,2085,29.9429
40,1965,29.8359
40,1890,29.8239
40,1770,29.7522
40,2010,29.9091
40,1890,29.8119
40,1815,29.7961
40,1695,29.7258
40,2085,29.961
40,1965,29.8566
40,1890,29.8517
40,1770,29.778
40,2160,29.934
40,2040,29.8369
40,1965,29.826
40,2085,29.9566
40,1965,29.8611
40,1890,29.8235
40,2040,29.8356
40,1920,29.73
40,1845,29.7185
40,1965,29.8569
40,1845,29.7615
40,1770,29.722
40,2205,30.0532
40,2010,29.9393
40,1965,29.8369
40,1890,29.8564
38,2030,28.0969
38,1848,27.9736
36,1586,25.9198
38,1848,27.9812
38,1666,27.8414
36,1417,25.7812
38,1806,27.8714
38,1624,27.7322
36,1378,25.6606
38,1736,27.8868
38,1554,27.7527
36,1313,25.6725
38,1666,27.8703
38,1484,27.7184
36,1248,25.6466
38,1736,27.9247
38,1554,27.7984
36,1313,25.7368
36,1690,26.0993
36,1521,25.9746
36,1482,25.8553
36,1417,25.8738
36,1352,25.8535
36,1417,25.9251
40,2400,30.1482
40,2085,29.9658
40,2085,29.9743
40,1770,29.7939
40,1770,29.8029
40,1455,29.6134
40,2160,29.9408
40,2085,29.902
40,2400,30.1159
40,2280,30.0366
40,2205,30.0236
40,2085,29.9688
40,1770,29.8032
40,2280,30.0254
40,2205,30.0404
40,2400,30.0952
40,2280,30.0026
40,2205,30.0021
40,2085,29.9286
40,2280,30.022
40,2160,29.9218
40,2085,29.9157
40,1965,29.8435
40,2205,30.037
40,2085,29.9394
40,2010,29.9381
40,1890,29.8649
40,2280,30.0219
40,2205,30.0389
40,2280,30.02
38,1848,27.9515
38,1736,27.8728
38,1666,27.8994
38,1736,27.8884
38,1666,27.8874
40,2400,30.1368
40,2280,30.0485
40,2205,30.0342
40,2085,29.9705
40,2160,29.952
40,2085,29.9377
40,1965,29.8756
40,2010,29.9264
40,1890,29.8642
40,1770,29.7943
40,2280,30.028
40,2205,30.045
40,2280,30.045
42,2800,32.1838
42,2672,32.0776
42,2592,32.0756
42,2464,31.9958
42,2544,31.974
42,2464,31.9638
42,2336,31.8929
42,2384,31.9542
42,2256,31.8899
42,2128,31.8037
42,2672,32.0973
42,2544,31.9739
42,2464,31.9763
42,2336,31.9062
42,2592,32.0969
42,2464,31.9763
42,2384,31.9661
42,2256,31.8998
42,2384,31.9803
42,2672,32.0925
42,2592,32.0982
40,2400,30.1314
40,2205,30.012
38,1918,27.9514
40,2280,30.0271
40,2205,30.0148
40,2010,29.8971
38,1736,27.8394
40,2085,29.9504
40,1890,29.8305
38,1624,27.767
40,2280,30.0393
40,2085,29.9254
38,1806,27.8587
40,2205,30.0496
40,2010,29.9223
38,1736,27.8698
40,2160,29.9209
40,2085,29.922
40,2160,29.951
40,2040,29.8276
40,1965,29.8549
40,1965,29.7974
40,1890,29.834
40,2205,30.0576
40,2010,29.9066
40,2085,29.9225
38,2030,28.1422
38,1918,28.0331
38,1848,28.0286
38,1736,27.9606
38,1918,28.0519
38,1848,28.0666
38,2030,28.0847
38,1848,27.968
36,1586,25.9022
38,1666,27.8451
36,1417,25.778
34,1188,23.7269
38,1806,27.8737
38,1736,27.8949
38,1694,27.733
38,1624,27.7476
38,1554,27.7586
38,1694,27.7613
38,1624,27.7812
38,1848,28.0348
38,1666,27.883
38,1554,27.731
36,1690,26.0944
36,1521,25.9695
34,1284,23.9193
34,1380,24.1117
40,2400,30.1529
40,2085,29.9653
40,2280,30.0448
40,1965,29.8589
40,2205,30.0385
40,1890,29.8544
40,2085,29.9699
40,1770,29.7804
40,2160,29.9345
40,2085,29.8971
40,1965,29.7878
40,1965,29.8252
40,1890,29.7793
40,1845,29.7513
40,1770,29.7073
40,2160,29.9626
40,2040,29.873
40,1965,29.8192
40,1920,29.7379
40,1845,29.7022
40,1770,29.6679
40,2205,30.077
40,1890,29.8809
40,1965,29.8599
40,1890,29.8207
40,2160,29.9643
40,2085,29.9335
38,2030,28.1056
38,1736,27.9286
38,1848,27.9896
36,1586,25.9214
38,1736,27.9078
36,1482,25.8335
38,1554,27.8043
36,1313,25.7359
38,1806,27.8972
38,1736,27.8559
38,1554,27.715
36,1313,25.6508
38,1806,27.8503
36,1690,26.1066
36,1417,25.9205
36,1482,25.8893
36,1417,25.8398
38,2030,28.1999
38,1918,28.0935
38,1848,28.0879
38,1736,28.0132
36,1690,26.1527
36,1521,26.0222
34,1284,23.9762
34,1380,24.1634
40,2400,30.1307
40,2280,30.0292
40,2205,30.0227
40,2085,29.955
40,2280,30.0531
40,2205,30.0487
40,2280,30.0261
40,2160,29.9193
40,2085,29.9129
40,1965,29.848
40,2205,30.0365
40,2085,29.9318
40,2010,29.9266
40,1890,29.8617
40,2280,30.044
38,2030,28.0905
38,1848,27.9707
36,1586,25.9034
38,1918,27.9877
38,1736,27.8499
36,1482,25.7936
38,1848,27.9862
38,1666,27.8709
36,1417,25.8044
38,1806,27.8643
38,1736,27.882
38,1806,27.8549
36,1690,26.09
36,1586,25.9803
36,1521,25.9981
40,2400,30.0842
40,2280,29.9923
40,2205,30.0037
40,2010,29.9573
38,2030,28.0566
38,1806,27.8669
38,1806,27.8706
38,1848,27.9939
38,1736,27.8647
38,1666,27.9236
38,1554,27.7845
38,1918,27.9754
38,1848,27.9981
36,1690,26.03
36,1482,25.7889
36,1586,25.9335
36,1482,25.8133
36,1378,25.6903
36,1482,25.8292
36,1378,25.6947
36,1274,25.5409
36,1274,25.5547
36,1521,25.9495
36,1417,25.8199
36,1313,25.679
36,1417,25.8154
36,1313,25.6659
36,1313,25.6683
36,1209,25.5054
36,1313,25.6643
36,1209,25.504
50,3933,38.1399
50,3781,38.0412
50,3686,38.0354
50,3534,37.9719
50,3781,38.0713
50,3629,37.9692
50,3534,37.9653
50,3382,37.8989
50,3686,38.0536
50,3534,37.9598
50,3439,37.9524
50,3287,37.8879
50,3534,37.9981
50,3382,37.9025
50,3287,37.894
50,3135,37.8293
50,3135,37.8417
50,2983,37.745
50,2888,37.7405
50,2736,37.6652
50,2736,37.6741
50,2584,37.5675
50,2489,37.5618
50,2337,37.483
50,3781,38.082
50,3686,38.0718
48,3456,36.1057
48,3222,35.9929
46,2873,33.9487
48,3312,36.034
48,3222,36.0219
48,2988,35.9006
46,2652,33.8561
48,3078,35.9632
48,2844,35.8325
46,2516,33.7931
48,2700,35.796
48,2466,35.6575
46,2159,33.61
48,2322,35.6217
48,2088,35.4794
46,1802,33.429
46,3009,34.1347
46,2873,34.0499
46,2788,34.0431
46,2652,33.9779
46,2295,33.8045
46,1938,33.6351
50,3933,38.1814
50,3781,38.0809
50,3686,38.0726
50,3534,38.0091
50,3781,38.09
50,3629,37.982
50,3534,37.9738
50,3382,37.9113
50,3686,38.0718
50,3534,37.9605
50,3439,37.9539
50,3287,37.8986
50,3534,38.0148
50,3382,37.9066
50,3287,37.9077
50,3135,37.8255
50,3135,37.8325
50,2983,37.7266
50,2888,37.7225
50,2736,37.6449
50,3781,38.0963
50,3629,37.9854
50,3534,37.993
50,3382,37.9185
50,2983,37.7399
50,3686,38.0904
50,3534,37.9843
50,3439,37.9684
50,3287,37.9203
50,2888,37.7377
50,3781,38.0963
50,3686,38.0992
50,3781,38.0756
50,3629,37.9815
50,3534,37.9625
50,3382,37.9115
48,3456,36.1298
48,3222,36.0174
46,2873,33.9571
48,3312,36.0354
48,3222,36.0146
48,2988,35.9098
46,2652,33.8504
48,3078,35.97
48,2844,35.8504
46,2516,33.7904
48,2700,35.7812
48,2466,35.6656
46,2159,33.6059
48,3168,35.936
48,3078,35.9376
