10,48,5.2701
10,40,4.8921
10,32,3.6127
10,24,2.513
18,50,6.0987
18,50,5.4046
18,50,4.918
18,50,4.7599
18,42,2.6359
16,50,6.367
16,50,5.2227
16,40,2.7813
14,50,5.4722
26,50,5.4232
26,50,5.6592
26,50,5.4493
26,50,6.0604
26,50,4.1426
26,50,5.7938
26,50,5.8195
24,50,6.1054
24,50,6.0548
22,50,6.0099
24,50,5.2069
24,50,5.027
24,50,4.6252
24,50,5.1278
24,50,5.3155
24,50,5.0776
22,50,6.0842
24,50,6.8892
24,50,6.069
24,50,6.041
34,50,4.4699
34,50,4.2224
34,50,3.8387
34,50,4.0467
34,50,3.5406
34,50,4.1592
34,50,4.3585
32,50,4.8015
32,50,4.6905
32,50,4.2829
32,50,3.4996
32,50,4.178
32,50,4.8774
32,50,4.0343
32,50,3.9443
32,50,4.3415
32,50,4.7932
34,50,4.9904
34,50,4.016
34,50,3.763
34,50,3.2067
34,50,4.0248
34,50,3.8306
34,50,3.6888
34,50,3.7366
34,50,3.7273
34,50,3.9113
34,50,4.8549
34,50,4.8489
32,50,4.4365
32,50,4.4124
30,50,4.5777
32,50,4.5274
32,50,4.6328
32,50,4.0287
30,50,4.6977
32,50,4.2786
32,50,4.0579
30,50,5.2145
32,50,3.9288
32,50,3.8832
32,50,3.7626
32,50,4.2372
32,50,3.7513
32,50,4.2799
32,50,4.363
32,50,5.1123
32,50,4.4785
32,50,4.9167
30,50,5.2464
30,50,5.174
30,50,5.0779
30,50,5.148
30,50,4.9984
30,50,4.7691
28,50,5.4437
30,50,5.1182
28,50,5.3359
26,50,5.9989
30,50,5.5506
28,50,5.7261
28,50,5.0995
26,50,5.3906
26,50,5.0623
32,50,5.2128
32,50,5.1032
32,50,4.1886
32,50,4.5452
32,50,4.5595
30,50,5.3401
32,50,4.1382
32,50,4.0781
32,50,4.0493
32,50,4.0548
32,50,3.9686
32,50,3.5851
32,50,4.1373
32,50,4.6111
32,50,4.3859
32,50,3.8313
42,50,2.7984
42,50,2.9265
42,50,2.8985
42,50,3.4233
42,50,3.1238
42,50,2.8099
42,50,3.6271
42,50,4.0132
42,50,2.9807
42,50,2.9584
42,50,3.1283
42,50,3.2823
42,50,2.2385
42,50,2.1708
42,50,2.6637
42,50,3.0451
42,50,2.1454
42,50,2.3357
42,50,2.8623
42,50,3.4907
42,50,3.123
42,50,2.7798
42,50,2.6988
42,50,3.101
42,50,2.7719
42,50,2.6562
42,50,2.2556
42,50,3.744
42,50,3.3406
42,50,3.7429
40,50,3.6583
40,50,3.3803
38,50,3.6869
40,50,3.3231
40,50,3.2348
40,50,3.0561
38,50,3.2218
40,50,3.2301
40,50,2.9601
38,50,3.2475
40,50,3.1541
40,50,2.7642
38,50,3.3507
40,50,2.7355
40,50,2.8889
40,50,2.3645
40,50,2.8567
40,50,2.3529
40,50,2.2327
40,50,3.2977
38,50,3.1307
38,50,3.2322
38,50,2.9728
38,50,3.0841
38,50,2.7398
40,50,3.2112
40,50,2.9409
40,50,2.8234
40,50,3.0257
40,50,3.4405
40,50,2.291
40,50,2.4496
40,50,2.888
40,50,2.621
40,50,2.5986
40,50,2.7435
40,50,2.9928
40,50,2.4092
40,50,2.188
40,50,2.2627
40,50,3.3394
40,50,2.6215
40,50,2.4536
40,50,2.5548
40,50,3.8945
40,50,3.6374
40,50,3.4103
40,50,3.3438
40,50,3.1591
40,50,2.7297
40,50,2.8705
40,50,2.7627
40,50,2.385
40,50,2.4112
40,50,2.6648
40,50,2.3757
40,50,2.2458
40,50,2.6014
40,50,2.4529
40,50,2.3073
40,50,3.6632
40,50,3.0886
40,50,2.8127
40,50,2.7262
38,50,3.1084
38,50,2.9501
36,50,4.0877
38,50,3.3486
38,50,2.7939
36,50,3.7699
38,50,3.3314
38,50,3.0813
36,50,4.1221
38,50,3.1462
38,50,2.6827
36,50,3.4727
38,50,2.9309
38,50,2.7918
36,50,3.8206
38,50,3.7451
38,50,3.6606
36,50,4.0052
36,50,3.9932
36,50,3.4191
36,50,3.2391
36,50,2.9772
36,50,3.4374
36,50,3.9512
40,50,3.2381
40,50,3.5738
40,50,3.8852
40,50,3.5269
40,50,3.9112
40,50,3.4435
40,50,3.0096
40,50,3.1615
40,50,3.5512
40,50,3.6406
40,50,3.6668
40,50,3.8746
40,50,3.7626
40,50,2.559
40,50,2.6624
40,50,3.3556
40,50,2.5133
40,50,3.0724
40,50,3.0101
40,50,2.8936
40,50,2.4062
40,50,2.3749
40,50,2.8032
40,50,2.5385
40,50,2.4492
40,50,2.353
40,50,2.5107
40,50,2.959
40,50,2.5699
40,50,3.2276
38,50,3.7122
38,50,3.3811
38,50,2.8924
38,50,2.9709
38,50,2.9464
40,50,3.7081
40,50,3.4945
40,50,3.2566
40,50,3.5865
40,50,3.3254
40,50,2.9508
40,50,3.4032
40,50,3.1284
40,50,3.2121
40,50,3.1097
40,50,3.3916
40,50,3.2742
40,50,3.359
42,50,4.2779
42,50,3.3608
42,50,3.58
42,50,3.4035
42,50,2.8508
42,50,2.1008
42,50,2.7873
